#{"t_start": 1747094223.8235068, "env_id": "None"}
r,l,t
1.0363027,250,37.027133
0.955859,250,37.027138
1.000038,250,37.027143
0.9388089,250,37.027147
0.68795085,250,37.027152
0.90781075,250,37.027156
0.89835554,250,37.027161
1.1763257,250,37.027167
0.89172786,250,37.027171
0.9607839,250,37.027175
0.69428194,250,37.02718
1.0356737,250,37.027185
1.0034971,250,37.027189
1.3194739,250,37.027194
1.1064324,250,37.027198
1.0751414,250,37.027203
0.8994661,250,37.027207
1.1976446,250,37.027212
0.9163495,250,37.027216
0.78394204,250,37.027222
1.0872358,250,37.027227
1.1256665,250,37.027233
0.9603503,250,37.027237
0.93540525,250,37.027242
1.0669634,250,37.027246
1.0355693,250,37.027251
1.0254581,250,37.027256
1.1683009,250,37.027262
1.2891414,250,37.027267
0.9879057,250,37.027272
0.886218,250,37.027276
1.4670427,250,37.027282
1.1458493,250,37.027287
0.93067026,250,37.027291
0.88108593,250,37.027296
0.8375052,250,37.027301
0.5502552,250,37.027306
0.9552032,250,37.02731
0.87455034,250,37.027315
0.9683761,250,37.02732
0.6997271,250,37.027324
1.2899511,250,37.027329
1.2411911,250,37.027338
0.5517145,250,37.027343
1.0920571,250,37.027347
0.9598074,250,37.027352
0.8678438,250,37.027356
1.025011,250,37.027361
1.2040949,250,37.027365
1.0382313,250,37.02737
1.0337528,250,37.027375
0.8847771,250,37.027379
1.3715135,250,37.027384
0.71307963,250,37.02739
0.8191979,250,37.027395
0.91461605,250,37.0274
1.193191,250,37.027404
1.1988839,250,37.027409
0.7974989,250,37.027413
1.1545669,250,37.027417
1.1070447,250,37.027422
1.0120163,250,37.027426
0.7418713,250,37.027431
0.93685144,250,37.027435
1.1331164,250,37.02744
0.77767706,250,37.027446
0.8686176,250,37.027451
0.8640864,250,37.027456
1.022705,250,37.02746
0.8434534,250,37.027465
0.9234624,250,37.027469
1.0335797,250,37.027474
0.8227015,250,37.027478
0.71825814,250,37.027484
0.9299141,250,37.027489
1.1320072,250,37.027493
1.1728848,250,37.027498
0.9826774,250,37.027505
1.0055008,250,37.02751
0.8938231,250,37.027514
0.9338349,250,37.027519
1.2040238,250,37.027523
0.88893694,250,37.027528
0.80125713,250,37.027532
1.2760366,250,37.027536
0.7935577,250,37.027542
1.2101954,250,37.027546
1.0055857,250,37.027551
0.73409563,250,37.027558
0.9638274,250,37.027563
0.6810274,250,37.027567
0.64222306,250,37.027572
1.0397292,250,37.027576
1.2020575,250,37.027581
1.0739083,250,37.027586
0.8948952,250,37.02759
0.71013325,250,37.027595
0.87466496,250,37.027599
1.0670425,250,37.027604
1.23602,250,37.02761
0.9091206,250,37.027614
0.9137143,250,37.027619
0.76730865,250,37.027624
1.1981082,250,37.027628
1.1346058,250,37.027633
0.90010554,250,37.027637
0.8686599,250,37.027642
0.9433442,250,37.027647
0.8444355,250,37.027652
1.0452603,250,37.027656
1.0571492,250,37.027661
1.0889602,250,37.027666
