#{"t_start": 1747074452.409167, "env_id": "None"}
r,l,t
0.69610375,250,39.15674
0.63057494,250,39.156745
0.6280657,250,39.156749
0.6762289,250,39.156754
0.8737388,250,39.156758
0.68602395,250,39.156763
0.7847415,250,39.156769
0.6582428,250,39.156775
0.7127269,250,39.156779
0.81064725,250,39.156784
0.6551515,250,39.156789
0.7877866,250,39.156793
0.6389449,250,39.156798
0.76074594,250,39.156802
0.6913173,250,39.156807
0.75496536,250,39.156812
0.8025115,250,39.156816
0.66054785,250,39.156822
0.7267766,250,39.156827
0.694249,250,39.156832
0.65715796,250,39.156837
0.6913951,250,39.156841
0.68207264,250,39.156846
0.62546206,250,39.15685
0.7217184,250,39.156855
0.69078076,250,39.15686
0.73987955,250,39.156864
0.7130988,250,39.156869
0.67830956,250,39.156875
0.8401608,250,39.156881
0.7102495,250,39.156886
0.70311826,250,39.156891
0.6497112,250,39.156896
0.6991591,250,39.1569
0.79750913,250,39.156906
0.65695626,250,39.15691
0.64730567,250,39.156915
0.6896022,250,39.15692
0.6991357,250,39.156924
0.7518052,250,39.156929
0.71779895,250,39.156934
0.75270563,250,39.156939
0.74386024,250,39.156944
0.74553615,250,39.156949
0.6424902,250,39.156954
0.6575834,250,39.156959
0.7415653,250,39.156963
0.6551345,250,39.156968
0.6683776,250,39.156972
0.78644377,250,39.156977
0.6624338,250,39.156981
0.7208095,250,39.156986
0.65497863,250,39.156992
0.66615593,250,39.156997
0.66321605,250,39.157001
0.74185365,250,39.157006
0.63748527,250,39.157011
0.8076742,250,39.157015
0.65045166,250,39.15702
0.6190839,250,39.157025
0.8169976,250,39.157029
0.7167204,250,39.157034
0.6930957,250,39.157039
0.7180189,250,39.157046
0.6268072,250,39.157051
0.8081618,250,39.157056
0.7372272,250,39.15706
0.7884225,250,39.157065
0.6683682,250,39.15707
0.6640255,250,39.157074
0.6474579,250,39.157079
0.7375963,250,39.157085
0.7091718,250,39.157089
0.6830035,250,39.157094
0.7146211,250,39.157099
0.7183741,250,39.157104
0.69691676,250,39.157109
0.8185751,250,39.157114
0.69646764,250,39.157119
0.6192163,250,39.157123
0.66826147,250,39.157128
0.7305799,250,39.157132
0.7627862,250,39.157137
0.81259716,250,39.157142
0.74174595,250,39.157148
0.6910472,250,39.157153
0.72215796,250,39.157158
0.7144357,250,39.157163
0.6514137,250,39.157168
0.76837903,250,39.157172
0.74604684,250,39.157177
0.6518763,250,39.157182
0.753348,250,39.157186
0.65393484,250,39.157191
0.661108,250,39.157196
0.7227833,250,39.157202
0.7101566,250,39.157206
0.684035,250,39.157211
0.6596704,250,39.157217
0.6502064,250,39.157222
0.70065796,250,39.157226
0.70642346,250,39.157231
0.814377,250,39.157236
0.64187723,250,39.15724
0.784123,250,39.157245
0.71015537,250,39.157249
0.6355468,250,39.157254
0.8541793,250,39.157258
0.69469965,250,39.157263
0.6653202,250,39.157269
0.6195121,250,39.157273
0.66427165,250,39.157278
0.67240506,250,39.157283
0.6818912,250,39.157289
0.6908372,250,39.157293
0.7079632,250,39.157297
0.66266596,250,39.157302
0.68272233,250,39.157307
0.7858328,250,39.157311
0.70352566,250,39.157316
0.78995067,250,39.157321
0.756363,250,39.157327
0.6829983,250,39.157332
0.63015944,250,39.157336
0.80534226,250,39.157341
0.7104261,250,39.157346
0.6475963,250,39.157351
0.6907599,250,39.157356
0.68262684,250,39.157361
0.7277698,250,39.157366
0.70190716,250,39.15737
0.6627709,250,39.157375
0.79714084,250,39.157379
0.7365962,250,39.157385
0.65051985,250,39.15739
0.76760185,250,39.157396
0.78735054,250,39.157401
0.64616627,250,39.157406
0.6984635,250,39.157411
0.7446356,250,39.157415
0.65230435,250,39.15742
0.7596025,250,39.157424
0.7388762,250,39.157429
0.6676436,250,39.157434
0.6963694,250,39.157439
0.72232676,250,39.157444
0.68892044,250,39.157448
0.6795121,250,39.157453
0.6554263,250,39.157457
0.8168351,250,39.157462
0.7088141,250,39.157466
0.6756058,250,39.157471
0.6459482,250,39.157476
0.82239926,250,39.15748
0.6883418,250,39.157485
0.6959737,250,39.157492
0.6686992,250,39.157497
0.73462415,250,39.157502
0.7582435,250,39.157507
0.6734255,250,39.157512
0.6759648,250,39.157517
0.7201755,250,39.157522
0.7634818,250,39.157526
0.8350877,250,39.157531
0.81935644,250,39.157535
0.73884016,250,39.15754
0.61205626,250,39.157545
0.7655546,250,39.15755
0.8123263,250,39.157555
0.69054985,250,39.15756
0.6156323,250,39.157564
0.67327994,250,39.157569
0.8915719,250,39.157574
0.7200821,250,39.157578
0.7494289,250,39.157583
0.62791026,250,39.157588
0.7343172,250,39.157592
